"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006412","translation","191/1861","448/7550",5.45953399056657e-18,4.0307739452353e-14,3.81650160330027e-14,"RPL29/PYM1/MTPN/QKI/RPL24/EIF1/RPL23A/EIF4EBP2/KHSRP/HABP4/RPS19/DCPS/EIF3J/EIF5/EIF4H/RPL19/EEF1B2/RPL31/RPL35/MRPL42/RBM3/ZNF706/MRPL47/RPS15/MRPL9/TNIP1/RPLP2/MRRF/RPL13/SHFL/UBA52/RPS25/KHDRBS1/MRPL55/CNOT2/LSM1/LARP4B/MRPL58/RWDD1/RPL7/HSPB1/MRPL32/MRPS7/MRPL28/LRRC47/GIGYF2/UNK/MRPS34/EIF5A/PABPC1/TNRC6B/MRPL10/RPS5/POLDIP3/RPS12/EIF4ENIF1/SAMD4A/CAPRIN1/POLR2D/SAMD4B/PURA/EIF4B/TRMT10C/NCK1/PATL1/MRPL41/ZC3H15/YBX1/RPS13/MTIF3/RPS28/DPH6/EIF4E2/RPL36/RPS24/EIF4E/AIMP1/HARS1/MRPS16/IGFBP5/RHOA/MRPS18A/AIMP2/FOXO3/RPS29/CNOT3/UPF3B/RPL4/MRPL11/RPS10/MRPL43/RPL23/WARS1/RPL10/HNRNPD/MRPS18B/RPS18/EEF1D/EIF1AD/DENR/RPL27A/RPSA/RPS20/RPL18/COPS5/RPS9/EIF3F/MRPS15/KARS1/CTIF/SYNCRIP/EIF4E3/EXOSC3/MRPL44/SRP9/ELAVL1/EIF2D/RPL36AL/PUS7/MRPS28/RPL36A/DDX1/TRIP4/RPL37/NPM1/MRPS6/ZNF598/EIF4G2/C1QBP/RPL14/RPL39/EARS2/TARS3/MRPL37/VIM/FTO/PAIP1/ZFP36L1/EEF1E1/RPLP1/GAPDH/EIF4A2/MAGOH/PUM2/RPS7/MCTS1/RPS6KB1/MRPL2/RPS27A/CPEB4/PUM1/RPL11/IMPACT/METAP1/DDX3X/ILF3/MRPL16/RPS6KB2/EIF3K/RPS4X/CARS1/NGDN/MRPL13/EIF1AX/GATB/PARN/UQCC2/METTL14/PPP1CA/RPS16/TIA1/TRNAU1AP/AKT2/DHPS/RPL34/AKT1/RPL32/GLE1/LARS1/ROCK2/RBM4B/WARS2/RPL27/LARP1/RBM4/MIF4GD/EIF4G3/TARDBP/METTL16/DPH7/CNBP",191
"GO:0043043","peptide biosynthetic process","192/1861","462/7550",1.15767410905104e-16,4.2735539735619e-13,4.0463756622147e-13,"RPL29/PYM1/MTPN/QKI/RPL24/EIF1/RPL23A/EIF4EBP2/KHSRP/HABP4/RPS19/DCPS/EIF3J/EIF5/EIF4H/RPL19/EEF1B2/RPL31/RPL35/MRPL42/RBM3/ZNF706/MRPL47/RPS15/MRPL9/TNIP1/RPLP2/MRRF/RPL13/SHFL/UBA52/RPS25/KHDRBS1/MRPL55/CNOT2/LSM1/LARP4B/MRPL58/RWDD1/RPL7/HSPB1/MRPL32/MRPS7/MRPL28/LRRC47/GIGYF2/UNK/MRPS34/EIF5A/PABPC1/TNRC6B/MRPL10/RPS5/POLDIP3/RPS12/EIF4ENIF1/SAMD4A/CAPRIN1/POLR2D/SAMD4B/PURA/EIF4B/TRMT10C/NCK1/PATL1/MRPL41/ZC3H15/YBX1/RPS13/MTIF3/RPS28/DPH6/EIF4E2/RPL36/RPS24/EIF4E/AIMP1/HARS1/MRPS16/IGFBP5/RHOA/MRPS18A/AIMP2/FOXO3/RPS29/CNOT3/UPF3B/RPL4/MRPL11/RPS10/MRPL43/RPL23/WARS1/RPL10/HNRNPD/MRPS18B/RPS18/EEF1D/EIF1AD/DENR/RPL27A/RPSA/RPS20/RPL18/COPS5/RPS9/EIF3F/MRPS15/KARS1/CTIF/SYNCRIP/EIF4E3/EXOSC3/MRPL44/SRP9/ELAVL1/EIF2D/RPL36AL/PUS7/MRPS28/RPL36A/DDX1/TRIP4/RPL37/NPM1/MRPS6/ZNF598/EIF4G2/C1QBP/RPL14/RPL39/EARS2/TARS3/MRPL37/VIM/FTO/PAIP1/ZFP36L1/EEF1E1/RPLP1/GAPDH/EIF4A2/MAGOH/PUM2/RPS7/MCTS1/GSS/RPS6KB1/MRPL2/RPS27A/CPEB4/PUM1/RPL11/IMPACT/METAP1/DDX3X/ILF3/MRPL16/RPS6KB2/EIF3K/RPS4X/CARS1/NGDN/MRPL13/EIF1AX/GATB/PARN/UQCC2/METTL14/PPP1CA/RPS16/TIA1/TRNAU1AP/AKT2/DHPS/RPL34/AKT1/RPL32/GLE1/LARS1/ROCK2/RBM4B/WARS2/RPL27/LARP1/RBM4/MIF4GD/EIF4G3/TARDBP/METTL16/DPH7/CNBP",192
"GO:0016071","mRNA metabolic process","200/1861","494/7550",6.95086713018584e-16,1.71060840073874e-12,1.61967398637067e-12,"PYM1/ALYREF/LSM4/SERBP1/SF3B4/QKI/CSTF2/HNRNPAB/PPIE/ESS2/SF3A2/SF1/KHSRP/PQBP1/HABP4/NUDT21/SNRPA/DCPS/DNAJC17/SUGP1/NOL3/PRDX6/SMNDC1/MBNL1/LGALS3/LSM7/RBM3/SF3B6/CWC15/LSM3/SYF2/EXOSC6/KHDRBS3/SNW1/RBM42/SNRPB2/CSTF2T/SNRPA1/RPRD1A/CD2BP2/MAPK14/SSU72/TCERG1/WTAP/KHDRBS1/PPIH/C9orf78/CELF2/SNU13/CNOT2/LSM1/LARP4B/FAM50A/SF3A3/CWC27/XRN2/SSB/SNRPC/ZMAT2/SF3B5/GIGYF2/SAP18/TAF7/RBM27/ZC3H14/BCAS2/ZNF830/PABPC1/TNRC6B/HSF1/EIF4ENIF1/SAMD4A/GPKOW/POLR2D/HNRNPK/SAMD4B/HSPA1B/SNRPD2/PTBP1/RBFOX2/MAPKAPK2/TRMT10C/SRSF9/RAVER1/PATL1/YBX1/CLNS1A/PPIL1/MYD88/UBL5/PAXBP1/CNOT3/IK/UPF3B/WBP11/SF3B2/POLR2I/RBMX/SFPQ/HNRNPD/SNRPN/TAF4/CCAR2/PPIL3/MAGOHB/RPRD1B/THOC7/CDC5L/CBLL1/ZPR1/PPP1R8/CTIF/SYNCRIP/CPSF4/RBM7/EXOSC3/HNRNPL/FAM172A/KHDC4/ELAVL1/RNF40/NUDT12/NUDT16/PUS7/DDX41/EDC3/DDX1/CDK9/NPM1/DDX5/ATF2/U2AF1/EXOSC10/TXNL4A/RAVER2/ATXN2L/XAB2/TAF6/C1QBP/NUP98/HNRNPA2B1/SF3A1/CARHSP1/VIM/BUD31/FTO/PAIP1/ZFP36L1/ALKBH5/PHF5A/PTBP3/GRSF1/LSM6/MAGOH/PUM2/RPUSD2/NSUN2/PRPF6/ADAR/APEX1/SMG8/ZCCHC8/PUM1/RNF20/PRPF39/DAZAP1/RALY/RBM22/USP4/ZHX2/SNRPE/PARN/WBP4/METTL14/HNRNPA0/HNRNPM/TIA1/SMG6/PRPF4/AKT1/GCFC2/RRP1B/YJU2/HSPA8/RNF113A/ROCK2/DYRK1A/RBM4B/RNH1/SMG9/PRPF3/TFCP2/LARP1/RBM4/PUF60/CDC73/STRAP/CRNKL1/TARDBP/METTL16",200
"GO:0036258","multivesicular body assembly","24/1861","25/7550",4.32894562946508e-14,7.99015139558518e-11,7.56540208559937e-11,"CHMP4B/CHMP2A/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/HGS/CHMP6/CHMP5/VPS28/VTA1/VPS37A/PDCD6IP/STAM2/CHMP1B/CHMP2B",24
"GO:0008380","RNA splicing","133/1861","309/7550",3.70288159959667e-13,4.08777029991448e-10,3.87046808268384e-10,"ALYREF/LSM4/SF3B4/QKI/PPIE/ESS2/SF3A2/SF1/KHSRP/PQBP1/HABP4/SNRPA/DCPS/DNAJC17/SUGP1/NOL3/PRDX6/SMNDC1/MBNL1/LGALS3/LSM7/RBM3/SF3B6/CWC15/LSM3/RTRAF/SYF2/KHDRBS3/SNW1/RBM42/AHNAK/SNRPB2/SNRPA1/CD2BP2/TCERG1/WTAP/KHDRBS1/PPIH/C9orf78/CELF2/SNU13/LSM1/FAM50A/SF3A3/CWC27/ZBTB8OS/SNRPC/ZMAT2/SF3B5/SAP18/BCAS2/ZNF830/PABPC1/GPKOW/HNRNPK/SNRPD2/PTBP1/RBFOX2/SRSF9/RAVER1/YBX1/RPS13/CLNS1A/PPIL1/UBL5/PAXBP1/TRPT1/IK/WBP11/SF3B2/RBMX/SFPQ/SNRPN/CCAR2/PPIL3/MAGOHB/PIK3R1/THOC7/CDC5L/ZPR1/PPP1R8/SYNCRIP/RBM7/HNRNPL/FAM172A/KHDC4/DDX41/DDX1/DDX5/U2AF1/TXNL4A/RAVER2/XAB2/PPP2R1A/C1QBP/NUP98/HNRNPA2B1/SF3A1/BUD31/PHF5A/PTBP3/GRSF1/LSM6/MAGOH/PRPF6/RTCB/RBM12/ZCCHC8/PRPF39/DAZAP1/RALY/RBM22/USP4/SNRPE/WBP4/METTL14/HNRNPM/TIA1/PRPF4/GCFC2/RRP1B/YJU2/HSPA8/RNF113A/DYRK1A/RBM4B/PRPF3/RBM4/PUF60/STRAP/CRNKL1/TARDBP/METTL16",133
"GO:0019941","modification-dependent protein catabolic process","146/1861","349/7550",3.85432432243901e-13,4.08777029991448e-10,3.87046808268384e-10,"UBXN1/C17orf97/CHMP4B/HIPK2/STUB1/UBE2L3/CHMP2A/CHMP4A/VPS4B/UBE2K/PSMC6/UBE2N/UBQLN2/UBE2G1/UBQLN4/VPS4A/CHMP1A/PSMD9/UBE2I/PARK7/UBAP1/CHMP7/TSG101/UBL7/PSMD4/ATXN3/SNF8/UBE2D4/VPS25/SHARPIN/SKP1/CHMP3/TOLLIP/UBL4A/UBE2D3/STAM/UBA52/NSFL1C/SGTA/PSMD14/MVB12A/SUMO2/CCDC22/UBQLN1/PSMC3/WAC/PSMD8/CHMP6/CHMP5/VCP/BAG5/NUB1/PSMD7/VPS28/HSPA1B/PCNP/SH3RF1/UBXN7/UBE2L6/UBE2R2/ADRM1/VPS37A/COMMD1/PSMD11/PDCL3/RMND5A/RAD23B/RAD23A/GIPC1/RPL23/SQSTM1/PSMD13/CSNK1E/PTPN23/CNOT4/CCAR2/CUL5/CSNK2A1/ELOB/GABARAP/BIRC2/SGTB/UFD1/RNF40/DAB2/USP14/TRIP4/ANAPC11/UCHL5/UBE2Z/ARIH1/ZNF598/HSPBP1/KCTD21/UBA1/CSNK1D/PSMC2/RCHY1/UBE2H/CHMP1B/PSMC4/RNF146/PML/GNA12/N4BP1/MVB12B/CSNK2A2/RNF114/USP15/NTAN1/RPS7/PSMC5/UCHL3/RPS27A/SMARCC1/CHMP2B/USP5/PCYOX1/RPL11/CD2AP/SUMO1/DNAJB12/RNF20/PPP1R11/ANAPC7/ANKIB1/USP4/RBCK1/CSNK1A1/USP25/PSMF1/USP8/CUL4A/CUL3/AKT1/PSMC1/OGT/CUL1/MIB1/PPP2CB/CDK2/DNAJB14/PRKN/MAEA/FBXO7/DNAJB2",146
"GO:0036257","multivesicular body organization","24/1861","26/7550",4.30942290385291e-13,4.08777029991448e-10,3.87046808268384e-10,"CHMP4B/CHMP2A/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/HGS/CHMP6/CHMP5/VPS28/VTA1/VPS37A/PDCD6IP/STAM2/CHMP1B/CHMP2B",24
"GO:0000375","RNA splicing, via transesterification reactions","109/1861","238/7550",4.42938675325963e-13,4.08777029991448e-10,3.87046808268384e-10,"ALYREF/LSM4/SF3B4/QKI/PPIE/ESS2/SF3A2/SF1/KHSRP/PQBP1/SNRPA/DCPS/DNAJC17/NOL3/PRDX6/SMNDC1/MBNL1/LSM7/RBM3/SF3B6/CWC15/LSM3/SYF2/KHDRBS3/SNW1/RBM42/SNRPB2/SNRPA1/CD2BP2/WTAP/KHDRBS1/PPIH/C9orf78/CELF2/SNU13/LSM1/SF3A3/CWC27/SNRPC/ZMAT2/SF3B5/SAP18/BCAS2/PABPC1/GPKOW/HNRNPK/SNRPD2/PTBP1/RBFOX2/SRSF9/RAVER1/CLNS1A/PPIL1/UBL5/PAXBP1/IK/WBP11/SF3B2/RBMX/SFPQ/SNRPN/PPIL3/MAGOHB/CDC5L/SYNCRIP/RBM7/HNRNPL/FAM172A/KHDC4/DDX41/DDX1/DDX5/U2AF1/TXNL4A/RAVER2/XAB2/C1QBP/NUP98/HNRNPA2B1/SF3A1/BUD31/PHF5A/LSM6/MAGOH/PRPF6/ZCCHC8/PRPF39/DAZAP1/RALY/RBM22/USP4/SNRPE/WBP4/METTL14/HNRNPM/TIA1/PRPF4/GCFC2/YJU2/HSPA8/RNF113A/DYRK1A/RBM4B/PRPF3/RBM4/PUF60/STRAP/CRNKL1/METTL16",109
"GO:0006511","ubiquitin-dependent protein catabolic process","143/1861","342/7550",7.16864751970566e-13,5.88068051533187e-10,5.56806879279126e-10,"UBXN1/C17orf97/CHMP4B/HIPK2/STUB1/UBE2L3/CHMP2A/CHMP4A/VPS4B/UBE2K/PSMC6/UBE2N/UBQLN2/UBE2G1/UBQLN4/VPS4A/CHMP1A/PSMD9/UBE2I/PARK7/UBAP1/CHMP7/TSG101/UBL7/PSMD4/ATXN3/SNF8/UBE2D4/VPS25/SHARPIN/SKP1/CHMP3/TOLLIP/UBL4A/UBE2D3/STAM/NSFL1C/SGTA/PSMD14/MVB12A/SUMO2/CCDC22/UBQLN1/PSMC3/WAC/PSMD8/CHMP6/CHMP5/VCP/BAG5/NUB1/PSMD7/VPS28/HSPA1B/PCNP/SH3RF1/UBXN7/UBE2L6/UBE2R2/ADRM1/VPS37A/COMMD1/PSMD11/PDCL3/RMND5A/RAD23B/RAD23A/GIPC1/RPL23/SQSTM1/PSMD13/CSNK1E/PTPN23/CNOT4/CCAR2/CUL5/CSNK2A1/ELOB/GABARAP/BIRC2/SGTB/UFD1/RNF40/DAB2/USP14/TRIP4/ANAPC11/UCHL5/UBE2Z/ARIH1/ZNF598/HSPBP1/KCTD21/UBA1/CSNK1D/PSMC2/RCHY1/UBE2H/CHMP1B/PSMC4/RNF146/PML/GNA12/N4BP1/MVB12B/CSNK2A2/RNF114/USP15/NTAN1/RPS7/PSMC5/UCHL3/SMARCC1/CHMP2B/USP5/RPL11/CD2AP/SUMO1/DNAJB12/RNF20/PPP1R11/ANAPC7/ANKIB1/USP4/RBCK1/CSNK1A1/USP25/PSMF1/USP8/CUL4A/CUL3/AKT1/PSMC1/OGT/CUL1/MIB1/PPP2CB/CDK2/DNAJB14/PRKN/MAEA/FBXO7/DNAJB2",143
"GO:0070647","protein modification by small protein conjugation or removal","172/1861","434/7550",8.61453754280427e-13,6.36011306785239e-10,6.02201513913296e-10,"UBXN1/TADA3/UBE2V2/STUB1/UBE2L3/PPIA/UBE2F/UBE2K/UFC1/COPS8/UBE2N/UBE2G1/UBE2M/UBE2I/PARK7/PEF1/TSG101/FKBP1A/ATXN3/CHP1/UBE2D4/RPS15/COPS4/TNIP1/SHARPIN/SKP1/ATG5/TOLLIP/UBE2D3/UBA52/PSMD14/HMG20A/RNF214/SUMO2/GPS2/HINT1/SUMO3/UBQLN1/COPS2/WAC/SF3B5/PIN1/TAF7/TRIM28/VCP/COPS7B/TANK/RNF25/BAG5/NSMCE3/NUB1/VPS28/HSPA1B/DCUN1D1/PCNP/SH3RF1/OTUD6B/SASH1/SDE2/UBE2L6/UBE2R2/COMMD1/BABAM1/BCL10/CBFB/AIMP2/RMND5A/COPS7A/RNF169/IRF2BP1/USP54/RPL23/CDC42/SQSTM1/CNOT4/IRF2BPL/TAF4/LRSAM1/CUL5/PDCD6/ZBTB16/ELOB/GABARAP/RPS20/COPS5/GPS1/EIF3F/CBLL1/BIRC2/COPS6/RNF40/NSMCE1/PARP10/USP14/CDK9/USP53/RPL37/ANAPC11/GTPBP4/UCHL5/UBE2Z/ARIH1/ZNF598/ANGPT1/RNF181/RNF135/XIAP/HSPBP1/KCTD21/TAF6/UBA1/UBAC1/RCHY1/UBE2H/RNF31/CDK5RAP3/RNF146/DESI2/PML/OTUB1/N4BP1/RNF114/USP15/NOSIP/UBA3/OTULIN/RPS7/HDAC7/UCHL3/RPS27A/OTUD4/RING1/USP5/RPL11/RELA/DDX3X/SUMO1/RNF20/TSPYL5/PPP1R11/ANAPC7/ZMIZ1/ANKIB1/USP4/RBCK1/MOCS3/USP25/PHF23/TRIM47/USP8/CUL4A/CUL3/DCAF7/AKT1/ANAPC10/BAG2/RNF113A/TRIM4/OGT/BABAM2/AKTIP/TRAF6/CUL1/MIB1/STAMBP/UBA2/CDC73/PRKN/MAEA/FBXO7/DNAJB2/THOP1",172
