"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016071","mRNA metabolic process","279/2819","494/7550",3.36504057140024e-19,2.87374464797581e-15,2.73985145471378e-15,"PYM1/ALYREF/LSM4/SERBP1/SF3B4/QKI/CSTF2/HNRNPAB/PPIE/ESS2/SF3A2/SF1/KHSRP/PQBP1/HABP4/NUDT21/SNRPA/DCPS/DNAJC17/SUGP1/NOL3/PRDX6/SMNDC1/MBNL1/LGALS3/LSM7/RBM3/SF3B6/CWC15/LSM3/SYF2/EXOSC6/KHDRBS3/SNW1/RBM42/SNRPB2/CSTF2T/SNRPA1/RPRD1A/CD2BP2/MAPK14/SSU72/TCERG1/WTAP/KHDRBS1/PPIH/C9orf78/CELF2/SNU13/CNOT2/LSM1/LARP4B/FAM50A/SF3A3/CWC27/XRN2/SSB/SNRPC/ZMAT2/SF3B5/GIGYF2/SAP18/TAF7/RBM27/ZC3H14/BCAS2/ZNF830/PABPC1/TNRC6B/HSF1/EIF4ENIF1/SAMD4A/GPKOW/POLR2D/HNRNPK/SAMD4B/HSPA1B/SNRPD2/PTBP1/RBFOX2/MAPKAPK2/TRMT10C/SRSF9/RAVER1/PATL1/YBX1/CLNS1A/PPIL1/MYD88/UBL5/PAXBP1/CNOT3/IK/UPF3B/WBP11/SF3B2/POLR2I/RBMX/SFPQ/HNRNPD/SNRPN/TAF4/CCAR2/PPIL3/MAGOHB/RPRD1B/THOC7/CDC5L/CBLL1/ZPR1/PPP1R8/CTIF/SYNCRIP/CPSF4/RBM7/EXOSC3/HNRNPL/FAM172A/KHDC4/ELAVL1/RNF40/NUDT12/NUDT16/PUS7/DDX41/EDC3/DDX1/CDK9/NPM1/DDX5/ATF2/U2AF1/EXOSC10/TXNL4A/RAVER2/ATXN2L/XAB2/TAF6/C1QBP/NUP98/HNRNPA2B1/SF3A1/CARHSP1/VIM/BUD31/FTO/PAIP1/ZFP36L1/ALKBH5/PHF5A/PTBP3/GRSF1/LSM6/MAGOH/PUM2/RPUSD2/NSUN2/PRPF6/ADAR/APEX1/SMG8/ZCCHC8/PUM1/RNF20/PRPF39/DAZAP1/RALY/RBM22/USP4/ZHX2/SNRPE/PARN/WBP4/METTL14/HNRNPA0/HNRNPM/TIA1/SMG6/PRPF4/AKT1/GCFC2/RRP1B/YJU2/HSPA8/RNF113A/ROCK2/DYRK1A/RBM4B/RNH1/SMG9/PRPF3/TFCP2/LARP1/RBM4/PUF60/CDC73/STRAP/CRNKL1/TARDBP/METTL16/YTHDF3/NELFE/RPRD2/RBMXL1/RBM17/EIF4A3/TAF5/ZFP36L2/UPF3A/THOC5/SCAF4/POLR2G/AKAP8L/THOC1/DNAJB11/UPF1/YBX3/FMR1/ZC3HAV1/XRN1/THOC6/CELF1/YTHDF1/CNOT8/CNOT10/ROCK1/NCBP3/PRPF31/TTC5/SNRPG/PRPF40B/EXOSC5/RNMT/SMN1/CSDE1/DIS3/HNRNPH3/SMG7/NONO/HNRNPA3/PCIF1/TRMT6/DDX17/GTPBP1/PRPF19/RNASEL/HNRNPH1/CSTF3/PCBP2/TRAF2/ZBTB7A/FUS/HNRNPR/EXOSC2/WDR33/TRUB1/YTHDF2/NCOA1/CWF19L1/AGO1/PRMT5/EXOSC8/TENT4B/AGO2/CCNT1/SNRPD1/RBM10/LSM2/DDX47/RBM14/DBR1/MFAP1/DIS3L2/PCF11/ADARB1/SCAF8/U2AF2/CSTF1/CPEB3",279
"GO:0006412","translation","256/2819","448/7550",1.45683461052495e-18,6.22068378694155e-15,5.9308503749529e-15,"RPL29/PYM1/MTPN/QKI/RPL24/EIF1/RPL23A/EIF4EBP2/KHSRP/HABP4/RPS19/DCPS/EIF3J/EIF5/EIF4H/RPL19/EEF1B2/RPL31/RPL35/MRPL42/RBM3/ZNF706/MRPL47/RPS15/MRPL9/TNIP1/RPLP2/MRRF/RPL13/SHFL/UBA52/RPS25/KHDRBS1/MRPL55/CNOT2/LSM1/LARP4B/MRPL58/RWDD1/RPL7/HSPB1/MRPL32/MRPS7/MRPL28/LRRC47/GIGYF2/UNK/MRPS34/EIF5A/PABPC1/TNRC6B/MRPL10/RPS5/POLDIP3/RPS12/EIF4ENIF1/SAMD4A/CAPRIN1/POLR2D/SAMD4B/PURA/EIF4B/TRMT10C/NCK1/PATL1/MRPL41/ZC3H15/YBX1/RPS13/MTIF3/RPS28/DPH6/EIF4E2/RPL36/RPS24/EIF4E/AIMP1/HARS1/MRPS16/IGFBP5/RHOA/MRPS18A/AIMP2/FOXO3/RPS29/CNOT3/UPF3B/RPL4/MRPL11/RPS10/MRPL43/RPL23/WARS1/RPL10/HNRNPD/MRPS18B/RPS18/EEF1D/EIF1AD/DENR/RPL27A/RPSA/RPS20/RPL18/COPS5/RPS9/EIF3F/MRPS15/KARS1/CTIF/SYNCRIP/EIF4E3/EXOSC3/MRPL44/SRP9/ELAVL1/EIF2D/RPL36AL/PUS7/MRPS28/RPL36A/DDX1/TRIP4/RPL37/NPM1/MRPS6/ZNF598/EIF4G2/C1QBP/RPL14/RPL39/EARS2/TARS3/MRPL37/VIM/FTO/PAIP1/ZFP36L1/EEF1E1/RPLP1/GAPDH/EIF4A2/MAGOH/PUM2/RPS7/MCTS1/RPS6KB1/MRPL2/RPS27A/CPEB4/PUM1/RPL11/IMPACT/METAP1/DDX3X/ILF3/MRPL16/RPS6KB2/EIF3K/RPS4X/CARS1/NGDN/MRPL13/EIF1AX/GATB/PARN/UQCC2/METTL14/PPP1CA/RPS16/TIA1/TRNAU1AP/AKT2/DHPS/RPL34/AKT1/RPL32/GLE1/LARS1/ROCK2/RBM4B/WARS2/RPL27/LARP1/RBM4/MIF4GD/EIF4G3/TARDBP/METTL16/DPH7/CNBP/YTHDF3/RPL12/TPR/NCK2/BZW1/AARS2/EIF4A3/ZFP36L2/UPF3A/RPS21/MRPL27/HBS1L/POLR2G/LSM14A/IGF2BP2/MRPS12/YARS1/UPF1/YBX3/FMR1/XRN1/CELF1/YTHDF1/CNOT8/DAPK3/CNOT10/ATXN2/ROCK1/RPL13A/USP16/EXOSC5/EFL1/PUM3/CSDE1/EIF2AK2/DIS3/QRSL1/PCIF1/GTPBP1/RPS3A/EIF4A1/PARS2/RPL38/RPL10A/DDX6/EIF4G1/EXOSC2/EEFSEC/RPS26/YTHDF2/DHX29/AGO1/EXOSC8/TENT4B/AGO2/FARSA/DRG2/ACO1/DIS3L2/APEH/LARP4/YBX2/ASCC2/CPEB3/MTRF1L",256
"GO:0070647","protein modification by small protein conjugation or removal","247/2819","434/7550",1.25164566236801e-17,3.56301798554093e-14,3.39701024505844e-14,"UBXN1/TADA3/UBE2V2/STUB1/UBE2L3/PPIA/UBE2F/UBE2K/UFC1/COPS8/UBE2N/UBE2G1/UBE2M/UBE2I/PARK7/PEF1/TSG101/FKBP1A/ATXN3/CHP1/UBE2D4/RPS15/COPS4/TNIP1/SHARPIN/SKP1/ATG5/TOLLIP/UBE2D3/UBA52/PSMD14/HMG20A/RNF214/SUMO2/GPS2/HINT1/SUMO3/UBQLN1/COPS2/WAC/SF3B5/PIN1/TAF7/TRIM28/VCP/COPS7B/TANK/RNF25/BAG5/NSMCE3/NUB1/VPS28/HSPA1B/DCUN1D1/PCNP/SH3RF1/OTUD6B/SASH1/SDE2/UBE2L6/UBE2R2/COMMD1/BABAM1/BCL10/CBFB/AIMP2/RMND5A/COPS7A/RNF169/IRF2BP1/USP54/RPL23/CDC42/SQSTM1/CNOT4/IRF2BPL/TAF4/LRSAM1/CUL5/PDCD6/ZBTB16/ELOB/GABARAP/RPS20/COPS5/GPS1/EIF3F/CBLL1/BIRC2/COPS6/RNF40/NSMCE1/PARP10/USP14/CDK9/USP53/RPL37/ANAPC11/GTPBP4/UCHL5/UBE2Z/ARIH1/ZNF598/ANGPT1/RNF181/RNF135/XIAP/HSPBP1/KCTD21/TAF6/UBA1/UBAC1/RCHY1/UBE2H/RNF31/CDK5RAP3/RNF146/DESI2/PML/OTUB1/N4BP1/RNF114/USP15/NOSIP/UBA3/OTULIN/RPS7/HDAC7/UCHL3/RPS27A/OTUD4/RING1/USP5/RPL11/RELA/DDX3X/SUMO1/RNF20/TSPYL5/PPP1R11/ANAPC7/ZMIZ1/ANKIB1/USP4/RBCK1/MOCS3/USP25/PHF23/TRIM47/USP8/CUL4A/CUL3/DCAF7/AKT1/ANAPC10/BAG2/RNF113A/TRIM4/OGT/BABAM2/AKTIP/TRAF6/CUL1/MIB1/STAMBP/UBA2/CDC73/PRKN/MAEA/FBXO7/DNAJB2/THOP1/TRIM33/WWP2/PSMD10/TAF5/TRIM24/WDTC1/VCPIP1/ARIH2/MIB2/ABRAXAS1/KCMF1/ITCH/SIRT1/RANGAP1/IVNS1ABP/KLHL36/UHRF2/NEDD4/CBL/MALT1/TRIM21/PTEN/UBA6/DNAJA1/MINDY2/TOR1A/USP16/CDC27/UBR7/HDAC4/USP10/VPS18/TRIM38/ELOC/VPS11/CDK5/UBR5/TRIM56/UBE2E1/UBA7/RNF14/CUL2/PRPF19/CBX8/ATG3/BUB3/FBXW5/NAE1/YOD1/MKRN2/TRAF2/CDC16/SENP3/C18orf25/HECTD3/SAE1/ABRAXAS2/UBE2E3/DAXX/MAPK9/CDC23/CRBN/UBE3A/U2AF2/HERC1/RNF7/HECW1/ABCB11/MID2/RNF13/ABL1/TRIM9/ASB9/RNF141/USP34",247
"GO:0043043","peptide biosynthetic process","257/2819","462/7550",1.37099297526259e-16,2.92707000218562e-13,2.7906922799095e-13,"RPL29/PYM1/MTPN/QKI/RPL24/EIF1/RPL23A/EIF4EBP2/KHSRP/HABP4/RPS19/DCPS/EIF3J/EIF5/EIF4H/RPL19/EEF1B2/RPL31/RPL35/MRPL42/RBM3/ZNF706/MRPL47/RPS15/MRPL9/TNIP1/RPLP2/MRRF/RPL13/SHFL/UBA52/RPS25/KHDRBS1/MRPL55/CNOT2/LSM1/LARP4B/MRPL58/RWDD1/RPL7/HSPB1/MRPL32/MRPS7/MRPL28/LRRC47/GIGYF2/UNK/MRPS34/EIF5A/PABPC1/TNRC6B/MRPL10/RPS5/POLDIP3/RPS12/EIF4ENIF1/SAMD4A/CAPRIN1/POLR2D/SAMD4B/PURA/EIF4B/TRMT10C/NCK1/PATL1/MRPL41/ZC3H15/YBX1/RPS13/MTIF3/RPS28/DPH6/EIF4E2/RPL36/RPS24/EIF4E/AIMP1/HARS1/MRPS16/IGFBP5/RHOA/MRPS18A/AIMP2/FOXO3/RPS29/CNOT3/UPF3B/RPL4/MRPL11/RPS10/MRPL43/RPL23/WARS1/RPL10/HNRNPD/MRPS18B/RPS18/EEF1D/EIF1AD/DENR/RPL27A/RPSA/RPS20/RPL18/COPS5/RPS9/EIF3F/MRPS15/KARS1/CTIF/SYNCRIP/EIF4E3/EXOSC3/MRPL44/SRP9/ELAVL1/EIF2D/RPL36AL/PUS7/MRPS28/RPL36A/DDX1/TRIP4/RPL37/NPM1/MRPS6/ZNF598/EIF4G2/C1QBP/RPL14/RPL39/EARS2/TARS3/MRPL37/VIM/FTO/PAIP1/ZFP36L1/EEF1E1/RPLP1/GAPDH/EIF4A2/MAGOH/PUM2/RPS7/MCTS1/GSS/RPS6KB1/MRPL2/RPS27A/CPEB4/PUM1/RPL11/IMPACT/METAP1/DDX3X/ILF3/MRPL16/RPS6KB2/EIF3K/RPS4X/CARS1/NGDN/MRPL13/EIF1AX/GATB/PARN/UQCC2/METTL14/PPP1CA/RPS16/TIA1/TRNAU1AP/AKT2/DHPS/RPL34/AKT1/RPL32/GLE1/LARS1/ROCK2/RBM4B/WARS2/RPL27/LARP1/RBM4/MIF4GD/EIF4G3/TARDBP/METTL16/DPH7/CNBP/YTHDF3/RPL12/TPR/NCK2/BZW1/AARS2/EIF4A3/ZFP36L2/UPF3A/RPS21/MRPL27/HBS1L/POLR2G/LSM14A/IGF2BP2/MRPS12/YARS1/UPF1/YBX3/FMR1/XRN1/CELF1/YTHDF1/CNOT8/DAPK3/CNOT10/ATXN2/ROCK1/RPL13A/USP16/EXOSC5/EFL1/PUM3/CSDE1/EIF2AK2/DIS3/QRSL1/PCIF1/GTPBP1/RPS3A/EIF4A1/PARS2/RPL38/RPL10A/DDX6/EIF4G1/EXOSC2/EEFSEC/RPS26/YTHDF2/DHX29/AGO1/EXOSC8/TENT4B/AGO2/FARSA/DRG2/ACO1/DIS3L2/APEH/LARP4/YBX2/ASCC2/CPEB3/MTRF1L",257
"GO:0043632","modification-dependent macromolecule catabolic process","204/2819","360/7550",1.93240175800543e-14,3.30054220267327e-11,3.14676370487831e-11,"UBXN1/C17orf97/CHMP4B/HIPK2/STUB1/UBE2L3/CHMP2A/CHMP4A/VPS4B/UBE2K/PSMC6/UBE2N/UBQLN2/UBE2G1/UBQLN4/VPS4A/CHMP1A/PSMD9/UBE2I/PARK7/UBAP1/CHMP7/TSG101/UBL7/PSMD4/ATXN3/SNF8/UBE2D4/VPS25/SHARPIN/SKP1/CHMP3/TOLLIP/UBL4A/UBE2D3/STAM/UBA52/NSFL1C/SGTA/PSMD14/MVB12A/SUMO2/CCDC22/UBQLN1/PSMC3/WAC/PSMD8/CHMP6/CHMP5/VCP/BAG5/NUB1/PSMD7/VPS28/HSPA1B/PCNP/SH3RF1/UBXN7/UBE2L6/UBE2R2/ADRM1/VPS37A/COMMD1/PSMD11/PDCL3/RMND5A/RAD23B/RAD23A/GIPC1/RPL23/SQSTM1/PSMD13/CSNK1E/PTPN23/CNOT4/CCAR2/CUL5/CSNK2A1/ELOB/GABARAP/BIRC2/EXOSC3/SGTB/UFD1/RNF40/DAB2/USP14/TRIP4/ANAPC11/UCHL5/UBE2Z/ARIH1/ZNF598/EXOSC10/HSPBP1/KCTD21/UBA1/CSNK1D/PSMC2/RCHY1/UBE2H/CHMP1B/PSMC4/RNF146/PML/GNA12/N4BP1/MVB12B/CSNK2A2/RNF114/USP15/NTAN1/RPS7/PSMC5/UCHL3/RPS27A/SMARCC1/CHMP2B/USP5/PCYOX1/RPL11/CD2AP/SUMO1/DNAJB12/RNF20/PPP1R11/ANAPC7/ANKIB1/USP4/RBCK1/CSNK1A1/USP25/PSMF1/USP8/CUL4A/CUL3/AKT1/PSMC1/OGT/CUL1/MIB1/PPP2CB/CDK2/DNAJB14/PRKN/MAEA/FBXO7/DNAJB2/WWP2/PSMD10/NPLOC4/VPS36/ARIH2/PSMA2/GSK3B/ITCH/SIRT1/NEDD4/CBL/PTK2/PTEN/UBA6/USP16/TLK2/CDC27/USP10/TRIM38/SDCBP/ELOC/FAF1/BBS7/UBXN4/WDR26/UBE2E1/UBA7/RNF14/CUL2/FBXW5/YOD1/PCBP2/MKRN2/PPP2R5C/CDC16/EXOSC2/TOM1L1/C18orf25/CCDC47/EXOSC8/TENT4B/HECTD3/MAPK9/CDC23/CRBN/UBE3A/AGAP3/DIS3L2/RNF7/MTM1/HECW1/RNF13/ASCC2/TRIM9/TBL1X/USP34",204
"GO:0019941","modification-dependent protein catabolic process","198/2819","349/7550",4.0975834683468e-14,5.83222713661361e-11,5.56049265397587e-11,"UBXN1/C17orf97/CHMP4B/HIPK2/STUB1/UBE2L3/CHMP2A/CHMP4A/VPS4B/UBE2K/PSMC6/UBE2N/UBQLN2/UBE2G1/UBQLN4/VPS4A/CHMP1A/PSMD9/UBE2I/PARK7/UBAP1/CHMP7/TSG101/UBL7/PSMD4/ATXN3/SNF8/UBE2D4/VPS25/SHARPIN/SKP1/CHMP3/TOLLIP/UBL4A/UBE2D3/STAM/UBA52/NSFL1C/SGTA/PSMD14/MVB12A/SUMO2/CCDC22/UBQLN1/PSMC3/WAC/PSMD8/CHMP6/CHMP5/VCP/BAG5/NUB1/PSMD7/VPS28/HSPA1B/PCNP/SH3RF1/UBXN7/UBE2L6/UBE2R2/ADRM1/VPS37A/COMMD1/PSMD11/PDCL3/RMND5A/RAD23B/RAD23A/GIPC1/RPL23/SQSTM1/PSMD13/CSNK1E/PTPN23/CNOT4/CCAR2/CUL5/CSNK2A1/ELOB/GABARAP/BIRC2/SGTB/UFD1/RNF40/DAB2/USP14/TRIP4/ANAPC11/UCHL5/UBE2Z/ARIH1/ZNF598/HSPBP1/KCTD21/UBA1/CSNK1D/PSMC2/RCHY1/UBE2H/CHMP1B/PSMC4/RNF146/PML/GNA12/N4BP1/MVB12B/CSNK2A2/RNF114/USP15/NTAN1/RPS7/PSMC5/UCHL3/RPS27A/SMARCC1/CHMP2B/USP5/PCYOX1/RPL11/CD2AP/SUMO1/DNAJB12/RNF20/PPP1R11/ANAPC7/ANKIB1/USP4/RBCK1/CSNK1A1/USP25/PSMF1/USP8/CUL4A/CUL3/AKT1/PSMC1/OGT/CUL1/MIB1/PPP2CB/CDK2/DNAJB14/PRKN/MAEA/FBXO7/DNAJB2/WWP2/PSMD10/NPLOC4/VPS36/ARIH2/PSMA2/GSK3B/ITCH/SIRT1/NEDD4/CBL/PTK2/PTEN/UBA6/USP16/TLK2/CDC27/USP10/TRIM38/SDCBP/ELOC/FAF1/BBS7/UBXN4/WDR26/UBE2E1/UBA7/RNF14/CUL2/FBXW5/YOD1/PCBP2/MKRN2/PPP2R5C/CDC16/TOM1L1/C18orf25/CCDC47/HECTD3/MAPK9/CDC23/CRBN/UBE3A/AGAP3/RNF7/MTM1/HECW1/RNF13/ASCC2/TRIM9/TBL1X/USP34",198
"GO:0006511","ubiquitin-dependent protein catabolic process","194/2819","342/7550",7.68730017368736e-14,8.8504998581077e-11,8.43813834616825e-11,"UBXN1/C17orf97/CHMP4B/HIPK2/STUB1/UBE2L3/CHMP2A/CHMP4A/VPS4B/UBE2K/PSMC6/UBE2N/UBQLN2/UBE2G1/UBQLN4/VPS4A/CHMP1A/PSMD9/UBE2I/PARK7/UBAP1/CHMP7/TSG101/UBL7/PSMD4/ATXN3/SNF8/UBE2D4/VPS25/SHARPIN/SKP1/CHMP3/TOLLIP/UBL4A/UBE2D3/STAM/NSFL1C/SGTA/PSMD14/MVB12A/SUMO2/CCDC22/UBQLN1/PSMC3/WAC/PSMD8/CHMP6/CHMP5/VCP/BAG5/NUB1/PSMD7/VPS28/HSPA1B/PCNP/SH3RF1/UBXN7/UBE2L6/UBE2R2/ADRM1/VPS37A/COMMD1/PSMD11/PDCL3/RMND5A/RAD23B/RAD23A/GIPC1/RPL23/SQSTM1/PSMD13/CSNK1E/PTPN23/CNOT4/CCAR2/CUL5/CSNK2A1/ELOB/GABARAP/BIRC2/SGTB/UFD1/RNF40/DAB2/USP14/TRIP4/ANAPC11/UCHL5/UBE2Z/ARIH1/ZNF598/HSPBP1/KCTD21/UBA1/CSNK1D/PSMC2/RCHY1/UBE2H/CHMP1B/PSMC4/RNF146/PML/GNA12/N4BP1/MVB12B/CSNK2A2/RNF114/USP15/NTAN1/RPS7/PSMC5/UCHL3/SMARCC1/CHMP2B/USP5/RPL11/CD2AP/SUMO1/DNAJB12/RNF20/PPP1R11/ANAPC7/ANKIB1/USP4/RBCK1/CSNK1A1/USP25/PSMF1/USP8/CUL4A/CUL3/AKT1/PSMC1/OGT/CUL1/MIB1/PPP2CB/CDK2/DNAJB14/PRKN/MAEA/FBXO7/DNAJB2/WWP2/PSMD10/NPLOC4/VPS36/ARIH2/PSMA2/GSK3B/ITCH/SIRT1/NEDD4/CBL/PTK2/PTEN/UBA6/USP16/TLK2/CDC27/USP10/TRIM38/SDCBP/ELOC/FAF1/BBS7/UBXN4/WDR26/UBE2E1/RNF14/CUL2/FBXW5/YOD1/PCBP2/MKRN2/PPP2R5C/CDC16/TOM1L1/C18orf25/CCDC47/HECTD3/MAPK9/CDC23/CRBN/UBE3A/AGAP3/RNF7/MTM1/HECW1/RNF13/ASCC2/TRIM9/TBL1X/USP34",194
"GO:0032446","protein modification by small protein conjugation","205/2819","366/7550",8.29086637761845e-14,8.8504998581077e-11,8.43813834616825e-11,"UBXN1/UBE2V2/STUB1/UBE2L3/PPIA/UBE2F/UBE2K/UFC1/UBE2N/UBE2G1/UBE2M/UBE2I/PARK7/PEF1/TSG101/FKBP1A/CHP1/UBE2D4/RPS15/SHARPIN/SKP1/ATG5/TOLLIP/UBE2D3/UBA52/HMG20A/RNF214/SUMO2/GPS2/SUMO3/UBQLN1/WAC/PIN1/TRIM28/VCP/RNF25/BAG5/NSMCE3/NUB1/VPS28/HSPA1B/DCUN1D1/PCNP/SH3RF1/SASH1/SDE2/UBE2L6/UBE2R2/COMMD1/BCL10/CBFB/AIMP2/RMND5A/RNF169/IRF2BP1/RPL23/CDC42/SQSTM1/CNOT4/IRF2BPL/LRSAM1/CUL5/PDCD6/ZBTB16/ELOB/GABARAP/RPS20/CBLL1/BIRC2/RNF40/NSMCE1/PARP10/CDK9/RPL37/ANAPC11/GTPBP4/UBE2Z/ARIH1/ZNF598/ANGPT1/RNF181/RNF135/XIAP/HSPBP1/KCTD21/UBA1/UBAC1/RCHY1/UBE2H/RNF31/CDK5RAP3/RNF146/PML/OTUB1/N4BP1/RNF114/NOSIP/UBA3/OTULIN/RPS7/HDAC7/UCHL3/RPS27A/RING1/USP5/RPL11/RELA/DDX3X/SUMO1/RNF20/TSPYL5/PPP1R11/ANAPC7/ZMIZ1/ANKIB1/USP4/RBCK1/MOCS3/PHF23/TRIM47/CUL4A/CUL3/DCAF7/AKT1/ANAPC10/BAG2/RNF113A/TRIM4/OGT/AKTIP/TRAF6/CUL1/MIB1/UBA2/CDC73/PRKN/MAEA/FBXO7/DNAJB2/THOP1/TRIM33/WWP2/PSMD10/TRIM24/WDTC1/VCPIP1/ARIH2/MIB2/KCMF1/ITCH/SIRT1/RANGAP1/IVNS1ABP/KLHL36/UHRF2/NEDD4/CBL/MALT1/TRIM21/PTEN/UBA6/DNAJA1/CDC27/UBR7/HDAC4/VPS18/TRIM38/ELOC/VPS11/CDK5/UBR5/TRIM56/UBE2E1/UBA7/RNF14/CUL2/PRPF19/CBX8/ATG3/BUB3/FBXW5/NAE1/MKRN2/TRAF2/CDC16/C18orf25/HECTD3/SAE1/UBE2E3/DAXX/MAPK9/CDC23/CRBN/UBE3A/U2AF2/HERC1/RNF7/HECW1/ABCB11/MID2/RNF13/ABL1/TRIM9/ASB9/RNF141",205
"GO:1903507","negative regulation of nucleic acid-templated transcription","236/2819","437/7550",2.25312460198069e-13,2.13796490010168e-10,2.03835307559306e-10,"CDKN1B/HIPK2/DAP/MITF/YAP1/SF1/IGBP1/DNAJC17/PKIG/RFX5/GATAD2B/UBE2I/ZHX3/FOXO1/TSG101/DNAJB1/ZNF706/SNW1/PFDN5/H1-2/LRRFIP1/SNX6/CC2D1A/MBD2/CBX7/UBE2D3/TCERG1/PSPC1/KHDRBS1/HMG20A/NFIB/CNOT2/GPS2/TXN/COPS2/TSC22D4/PURB/ZNF703/SAP18/TAF7/NELFA/TRIM28/SAP130/HSF1/HEXIM1/DMAP1/NSMCE3/SAP30/HNRNPK/SMARCE1/HDGF/PURA/BAG3/RBFOX2/PEX14/YWHAZ/IRF2BP2/NFKB1/JUND/NCK1/H1-4/CGGBP1/YBX1/SMARCC2/NFIX/CBFB/SOX11/FOXO3/SP2/NFATC4/ATN1/MEPCE/IRF2BP1/RPL23/TCF25/POU2F1/RPL10/SQSTM1/SFPQ/PPID/IRF2BPL/YWHAQ/CCAR2/GATAD2A/ZBTB16/PHC2/SRF/DR1/HNRNPL/DPF2/HMGA1/MTA2/MAZ/MBD1/DAB2/FOXK1/PARP10/ING4/ZNF24/DDX5/FABP4/IRF2/RCOR3/RRP8/VPS72/C1QBP/HNRNPA2B1/NIBAN2/PBXIP1/DRAP1/HIF1AN/MAX/PML/ENO1/LIMD1/EIF4A2/HDAC7/PSMC5/IRF3/CC2D1B/ZNF512B/CUX1/PHC3/ATXN1L/APEX1/CBX3/ZBTB4/MAF1/RING1/CREB1/IMPACT/RELA/URI1/SUMO1/RREB1/ILF3/SP100/DLG1/NOTCH2/SMAD2/EP300/PAWR/ZHX2/SHC1/NFIC/ZEB1/EZR/SMAD4/CUL3/WWC3/PPM1A/HDAC5/MIDEAS/GCFC2/HSPA8/SMAD5/PHB1/ZEB2/TRAF6/PHB2/CIC/CREBBP/SORBS3/CDK2/H1-3/CDC73/PRKN/STRAP/RCOR1/PRDX5/CNBP/TRIM33/WWP2/NELFE/METTL13/ZMYND11/TPR/NCK2/PSMD10/SET/PPHLN1/CDYL/TRIM24/WDTC1/SCAF4/CDK6/SIRT1/EHMT2/NEDD4/CBX6/YBX3/ZNF148/SIN3A/NR3C1/NCOR1/NIF3L1/HDAC4/CHD8/MAGED2/DAB2IP/SDCBP/CDK5/APBB1/ZNF318/ATF7IP/XRCC6/LOXL3/DUSP22/KAT7/NONO/STAT6/RUVBL2/KDM5A/CBX8/APBB2/ZBTB7A/NCOA2/NCOR2/STRN3/ZBTB20/MTA3/PRMT5/IL33/HCFC1/RBM10/DAXX/DNAJB6/AHR/SCAF8/SCML1/POU1F1/TP63/TBL1X/SCML2/CPEB3/BCL7A",236
"GO:1902679","negative regulation of RNA biosynthetic process","236/2819","439/7550",4.32569574642321e-13,3.69414416744542e-10,3.52202701037722e-10,"CDKN1B/HIPK2/DAP/MITF/YAP1/SF1/IGBP1/DNAJC17/PKIG/RFX5/GATAD2B/UBE2I/ZHX3/FOXO1/TSG101/DNAJB1/ZNF706/SNW1/PFDN5/H1-2/LRRFIP1/SNX6/CC2D1A/MBD2/CBX7/UBE2D3/TCERG1/PSPC1/KHDRBS1/HMG20A/NFIB/CNOT2/GPS2/TXN/COPS2/TSC22D4/PURB/ZNF703/SAP18/TAF7/NELFA/TRIM28/SAP130/HSF1/HEXIM1/DMAP1/NSMCE3/SAP30/HNRNPK/SMARCE1/HDGF/PURA/BAG3/RBFOX2/PEX14/YWHAZ/IRF2BP2/NFKB1/JUND/NCK1/H1-4/CGGBP1/YBX1/SMARCC2/NFIX/CBFB/SOX11/FOXO3/SP2/NFATC4/ATN1/MEPCE/IRF2BP1/RPL23/TCF25/POU2F1/RPL10/SQSTM1/SFPQ/PPID/IRF2BPL/YWHAQ/CCAR2/GATAD2A/ZBTB16/PHC2/SRF/DR1/HNRNPL/DPF2/HMGA1/MTA2/MAZ/MBD1/DAB2/FOXK1/PARP10/ING4/ZNF24/DDX5/FABP4/IRF2/RCOR3/RRP8/VPS72/C1QBP/HNRNPA2B1/NIBAN2/PBXIP1/DRAP1/HIF1AN/MAX/PML/ENO1/LIMD1/EIF4A2/HDAC7/PSMC5/IRF3/CC2D1B/ZNF512B/CUX1/PHC3/ATXN1L/APEX1/CBX3/ZBTB4/MAF1/RING1/CREB1/IMPACT/RELA/URI1/SUMO1/RREB1/ILF3/SP100/DLG1/NOTCH2/SMAD2/EP300/PAWR/ZHX2/SHC1/NFIC/ZEB1/EZR/SMAD4/CUL3/WWC3/PPM1A/HDAC5/MIDEAS/GCFC2/HSPA8/SMAD5/PHB1/ZEB2/TRAF6/PHB2/CIC/CREBBP/SORBS3/CDK2/H1-3/CDC73/PRKN/STRAP/RCOR1/PRDX5/CNBP/TRIM33/WWP2/NELFE/METTL13/ZMYND11/TPR/NCK2/PSMD10/SET/PPHLN1/CDYL/TRIM24/WDTC1/SCAF4/CDK6/SIRT1/EHMT2/NEDD4/CBX6/YBX3/ZNF148/SIN3A/NR3C1/NCOR1/NIF3L1/HDAC4/CHD8/MAGED2/DAB2IP/SDCBP/CDK5/APBB1/ZNF318/ATF7IP/XRCC6/LOXL3/DUSP22/KAT7/NONO/STAT6/RUVBL2/KDM5A/CBX8/APBB2/ZBTB7A/NCOA2/NCOR2/STRN3/ZBTB20/MTA3/PRMT5/IL33/HCFC1/RBM10/DAXX/DNAJB6/AHR/SCAF8/SCML1/POU1F1/TP63/TBL1X/SCML2/CPEB3/BCL7A",236
