"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0036258","multivesicular body assembly","16/453","25/7550",2.70306207050917e-14,1.12366290271066e-10,1.06842084997494e-10,"CHMP4B/CHMP2A/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/HGS/CHMP6",16
"GO:0036257","multivesicular body organization","16/453","26/7550",6.64457142856792e-14,1.38107417142784e-10,1.31317714285645e-10,"CHMP4B/CHMP2A/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/HGS/CHMP6",16
"GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","15/453","27/7550",3.34842946395857e-12,4.63980709389193e-09,4.41170267970682e-09,"CHMP4B/CHMP2A/CHMP4A/VPS4B/VPS4A/CHMP1A/UBAP1/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/CHMP6",15
"GO:0039702","viral budding via host ESCRT complex","12/453","18/7550",2.52282842699698e-11,2.62184944275661e-08,2.49295282720359e-08,"CHMP4B/CHMP2A/CHMP4A/VPS4B/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/CHMP3/MVB12A/CHMP6",12
"GO:0032509","endosome transport via multivesicular body sorting pathway","13/453","25/7550",2.95694207388907e-10,2.45840164023138e-07,2.33754052367442e-07,"CHMP4B/CHMP2A/CHMP4A/VPS4B/CHMP1A/CHMP7/UBXN6/SNF8/VPS25/CHMP3/STAM/MVB12A/CHMP6",13
"GO:0046755","viral budding","12/453","22/7550",7.04059299271789e-10,4.87795751178804e-07,4.63814503292205e-07,"CHMP4B/CHMP2A/CHMP4A/VPS4B/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/CHMP3/MVB12A/CHMP6",12
"GO:0019076","viral release from host cell","12/453","23/7550",1.39280651130389e-09,6.43321851943366e-07,6.11694555549254e-07,"CHMP4B/CHMP2A/PPIA/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/CHMP3/CHMP6",12
"GO:0035890","exit from host","12/453","23/7550",1.39280651130389e-09,6.43321851943366e-07,6.11694555549254e-07,"CHMP4B/CHMP2A/PPIA/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/CHMP3/CHMP6",12
"GO:0035891","exit from host cell","12/453","23/7550",1.39280651130389e-09,6.43321851943366e-07,6.11694555549254e-07,"CHMP4B/CHMP2A/PPIA/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/CHMP3/CHMP6",12
"GO:0046761","viral budding from plasma membrane","9/453","12/7550",1.74670671017335e-09,7.26105979419061e-07,6.90408810179045e-07,"CHMP4B/CHMP2A/CHMP4A/VPS4B/VPS4A/CHMP1A/CHMP7/CHMP3/CHMP6",9
