"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0036258","multivesicular body assembly","21/912","25/7550",3.37473532833315e-16,1.89457641332623e-12,1.80317437122306e-12,"CHMP4B/CHMP2A/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/HGS/CHMP6/CHMP5/VPS28/VTA1/VPS37A/PDCD6IP",21
"GO:0036257","multivesicular body organization","21/912","26/7550",1.55673980360698e-15,4.3697686287248e-12,4.15895328584686e-12,"CHMP4B/CHMP2A/CHMP4A/VPS4B/IST1/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/HGS/CHMP6/CHMP5/VPS28/VTA1/VPS37A/PDCD6IP",21
"GO:0046755","viral budding","18/912","22/7550",1.17329905230758e-13,2.19563362655158e-10,2.0897073647415e-10,"CHMP4B/CHMP2A/CHMP4A/VPS4B/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/CHMP3/MVB12A/CHMP6/CHMP5/VPS28/VTA1/VPS37A/PDCD6IP/LRSAM1",18
"GO:0039702","viral budding via host ESCRT complex","16/912","18/7550",2.2070100636545e-13,3.09753862433909e-10,2.9481008113448e-10,"CHMP4B/CHMP2A/CHMP4A/VPS4B/VPS4A/CHMP1A/CHMP7/TSG101/SNF8/CHMP3/MVB12A/CHMP6/CHMP5/VPS28/VPS37A/PDCD6IP",16
"GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","19/912","27/7550",2.61946558421215e-12,2.9411359579534e-09,2.79924364325492e-09,"CHMP4B/CHMP2A/CHMP4A/VPS4B/VPS4A/CHMP1A/UBAP1/CHMP7/TSG101/SNF8/VPS25/CHMP3/STAM/MVB12A/CHMP6/CHMP5/VPS28/VPS37A/PTPN23",19
"GO:0032509","endosome transport via multivesicular body sorting pathway","18/912","25/7550",5.39319912289818e-12,5.04623664599173e-09,4.80278574523354e-09,"CHMP4B/CHMP2A/CHMP4A/VPS4B/CHMP1A/CHMP7/UBXN6/SNF8/VPS25/CHMP3/STAM/MVB12A/CHMP6/CHMP5/VCP/VPS28/VTA1/PTPN23",18
"GO:0045324","late endosome to vacuole transport","15/912","19/7550",3.71044393775194e-11,2.76819122409972e-08,2.6346424640523e-08,"CHMP4B/CHMP2A/CHMP4A/CHMP1A/CHMP7/SNF8/VPS25/CHMP3/STAM/CHMP6/CHMP5/VPS28/VTA1/PTPN23/BECN1",15
"GO:0032506","cytokinetic process","18/912","27/7550",4.14418257172665e-11,2.76819122409972e-08,2.6346424640523e-08,"CHMP4B/BIN3/CHMP2A/NUP62/CHMP4A/VPS4B/VPS4A/CHMP1A/ANXA11/CHMP7/CHMP3/CHMP6/CHMP5/SNX9/PDCD6IP/SPAST/RHOA/SNX33",18
"GO:0006412","translation","102/912","448/7550",4.43778429228668e-11,2.76819122409972e-08,2.6346424640523e-08,"RPL29/PYM1/MTPN/QKI/RPL24/EIF1/RPL23A/EIF4EBP2/KHSRP/HABP4/RPS19/DCPS/EIF3J/EIF5/EIF4H/RPL19/EEF1B2/RPL31/RPL35/MRPL42/RBM3/ZNF706/MRPL47/RPS15/MRPL9/TNIP1/RPLP2/MRRF/RPL13/SHFL/UBA52/RPS25/KHDRBS1/MRPL55/CNOT2/LSM1/LARP4B/MRPL58/RWDD1/RPL7/HSPB1/MRPL32/MRPS7/MRPL28/LRRC47/GIGYF2/UNK/MRPS34/EIF5A/PABPC1/TNRC6B/MRPL10/RPS5/POLDIP3/RPS12/EIF4ENIF1/SAMD4A/CAPRIN1/POLR2D/SAMD4B/PURA/EIF4B/TRMT10C/NCK1/PATL1/MRPL41/ZC3H15/YBX1/RPS13/MTIF3/RPS28/DPH6/EIF4E2/RPL36/RPS24/EIF4E/AIMP1/HARS1/MRPS16/IGFBP5/RHOA/MRPS18A/AIMP2/FOXO3/RPS29/CNOT3/UPF3B/RPL4/MRPL11/RPS10/MRPL43/RPL23/WARS1/RPL10/HNRNPD/MRPS18B/RPS18/EEF1D/EIF1AD/DENR/RPL27A/RPSA",102
"GO:0071985","multivesicular body sorting pathway","18/912","29/7550",2.41128065308743e-10,1.35369295864329e-07,1.28838532579703e-07,"CHMP4B/CHMP2A/CHMP4A/VPS4B/CHMP1A/CHMP7/UBXN6/SNF8/VPS25/CHMP3/STAM/MVB12A/CHMP6/CHMP5/VCP/VPS28/VTA1/PTPN23",18
